message_text,cleaned_message_text,unigram_bigram_ready_text,annotation_count,risk_categories_present,suspicious_phrases_json,label,label_name,scam_subtype,source_name,source_url,data_origin_type,is_synthetic,split,message_length_characters,message_length_words,cleaned_token_count,digit_count,exclamation_mark_count,contains_url_like_text,contains_phone_number_like_text
Booked ticket for pongal?,booked ticket for pongal,booked ticket for pongal booked_ticket ticket_for for_pongal,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,25,4,4,0,0,0,0
Nope... Juz off from work...,nope juz off from work,nope juz off from work nope_juz juz_off off_from from_work,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,28,5,5,0,0,0,0
"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack",yo you gonna still be in stock tomorrow today i'm trying to get a dubsack,yo you gonna still be in stock tomorrow today i'm trying to get a dubsack yo_you you_gonna gonna_still still_be be_in in_stock stock_tomorrow tomorrow_today today_i'm i'm_trying trying_to to_get get_a a_dubsack,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,75,14,15,0,0,0,0
Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,yes i started to send requests to make it but pain came back so i'm back in bed double coins at the factory too i gotta cash in all my nitros,yes i started to send requests to make it but pain came back so i'm back in bed double coins at the factory too i gotta cash in all my nitros yes_i i_started started_to to_send send_requests requests_to to_make make_it it_but but_pain pain_came came_back back_so so_i'm i'm_back back_in in_bed bed_double double_coins coins_at at_the the_factory factory_too too_i i_gotta gotta_cash cash_in in_all all_my my_nitros,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,144,31,31,0,0,0,0
XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,xmas prize draws we are trying to contact u todays draw shows that you have won a 2000 prize guaranteed call phone_token from land line valid 12hrs only,xmas prize draws we are trying to contact u todays draw shows that you have won a 2000 prize guaranteed call phone_token from land line valid 12hrs only xmas_prize prize_draws draws_we we_are are_trying trying_to to_contact contact_u u_todays todays_draw draw_shows shows_that that_you you_have have_won won_a a_2000 2000_prize prize_guaranteed guaranteed_call call_phone_token phone_token_from from_land land_line line_valid valid_12hrs 12hrs_only,0,,[],1,scam,prize_scam,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,157,28,28,17,1,0,1
It means u could not keep ur words.,it means u could not keep ur words,it means u could not keep ur words it_means means_u u_could could_not not_keep keep_ur ur_words,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,35,8,8,0,0,0,0
alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap alright_tyler's tyler's_got got_a a_minor minor_crisis crisis_and and_has has_to to_be be_home home_sooner sooner_than than_he he_thought thought_so so_be be_here here_asap,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,92,19,19,0,0,0,0
"I can probably come by, everybody's done around  &lt;#&gt;  right?",i can probably come by everybody's done around lt gt right,i can probably come by everybody's done around lt gt right i_can can_probably probably_come come_by by_everybody's everybody's_done done_around around_lt lt_gt gt_right,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,66,10,11,0,0,0,0
I am going to sleep. I am tired of travel.,i am going to sleep i am tired of travel,i am going to sleep i am tired of travel i_am am_going going_to to_sleep sleep_i i_am am_tired tired_of of_travel,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,42,10,10,0,0,0,0
Dai what this da.. Can i send my resume to this id.,dai what this da can i send my resume to this id,dai what this da can i send my resume to this id dai_what what_this this_da da_can can_i i_send send_my my_resume resume_to to_this this_id,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,51,12,12,0,0,0,0
"Ya ok, then had dinner?",ya ok then had dinner,ya ok then had dinner ya_ok ok_then then_had had_dinner,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,23,5,5,0,0,0,0
Hi' Test on  &lt;#&gt; rd ....,hi' test on lt gt rd,hi' test on lt gt rd hi'_test test_on on_lt lt_gt gt_rd,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,30,6,6,0,0,0,0
I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,i might come to kerala for 2 days so you can be prepared to take a leave once i finalise dont plan any travel during my visit need to finish urgent works,i might come to kerala for 2 days so you can be prepared to take a leave once i finalise dont plan any travel during my visit need to finish urgent works i_might might_come come_to to_kerala kerala_for for_2 2_days days_so so_you you_can can_be be_prepared prepared_to to_take take_a a_leave leave_once once_i i_finalise finalise_dont dont_plan plan_any any_travel travel_during during_my my_visit visit_need need_to to_finish finish_urgent urgent_works,1,urgency,"[{""phrase_text"": ""urgent"", ""start_index"": 142, ""end_index"": 148, ""risk_category"": ""urgency"", ""risk_explanation"": ""This phrase creates pressure to act quickly.""}]",0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,155,30,32,1,0,0,0
Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,have you emigrated or something ok maybe 5 30 was a bit hopeful,have you emigrated or something ok maybe 5 30 was a bit hopeful have_you you_emigrated emigrated_or or_something something_ok ok_maybe maybe_5 5_30 30_was was_a a_bit bit_hopeful,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,67,12,13,3,0,0,0
Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,do you want 750 anytime any network mins 150 text and a new video phone for only five pounds per week call phone_token now or reply for delivery tomorrow,do you want 750 anytime any network mins 150 text and a new video phone for only five pounds per week call phone_token now or reply for delivery tomorrow do_you you_want want_750 750_anytime anytime_any any_network network_mins mins_150 150_text text_and and_a a_new new_video video_phone phone_for for_only only_five five_pounds pounds_per per_week week_call call_phone_token phone_token_now now_or or_reply reply_for for_delivery delivery_tomorrow,0,,[],1,scam,delivery_scam,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,153,29,29,17,0,0,1
Why did I wake up on my own &gt;:(,why did i wake up on my own gt,why did i wake up on my own gt why_did did_i i_wake wake_up up_on on_my my_own own_gt,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,34,9,9,0,0,0,0
Actually I decided I was too hungry so I haven't left yet :V,actually i decided i was too hungry so i haven't left yet v,actually i decided i was too hungry so i haven't left yet v actually_i i_decided decided_i i_was was_too too_hungry hungry_so so_i i_haven't haven't_left left_yet yet_v,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,60,13,13,0,0,0,0
Tell where you reached,tell where you reached,tell where you reached tell_where where_you you_reached,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,22,4,4,0,0,0,0
"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",spook up your mob with a halloween collection of a logo pic message plus a free eerie tone txt card spook to 8007 zed 08701417012150p per logo pic,spook up your mob with a halloween collection of a logo pic message plus a free eerie tone txt card spook to 8007 zed 08701417012150p per logo pic spook_up up_your your_mob mob_with with_a a_halloween halloween_collection collection_of of_a a_logo logo_pic pic_message message_plus plus_a a_free free_eerie eerie_tone tone_txt txt_card card_spook spook_to to_8007 8007_zed zed_08701417012150p 08701417012150p_per per_logo logo_pic,0,,[],1,scam,general_scam,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,149,28,28,18,0,0,0
"Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+",latest nokia mobile or ipod mp3 player 400 proze guaranteed reply with win to 83355 now norcorp ltd 1 50 mtmsgrcvd18,latest nokia mobile or ipod mp3 player 400 proze guaranteed reply with win to 83355 now norcorp ltd 1 50 mtmsgrcvd18 latest_nokia nokia_mobile mobile_or or_ipod ipod_mp3 mp3_player player_400 400_proze proze_guaranteed guaranteed_reply reply_with with_win win_to to_83355 83355_now now_norcorp norcorp_ltd ltd_1 1_50 50_mtmsgrcvd18,0,,[],1,scam,urgency,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,123,18,21,14,2,0,0
I tot u reach liao. He said t-shirt.,i tot u reach liao he said t shirt,i tot u reach liao he said t shirt i_tot tot_u u_reach reach_liao liao_he he_said said_t t_shirt,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,36,8,9,0,0,0,0
Have you had a good day? Mine was really busy are you up to much tomorrow night?,have you had a good day mine was really busy are you up to much tomorrow night,have you had a good day mine was really busy are you up to much tomorrow night have_you you_had had_a a_good good_day day_mine mine_was was_really really_busy busy_are are_you you_up up_to to_much much_tomorrow tomorrow_night,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,80,17,17,0,0,0,0
Midnight at the earliest,midnight at the earliest,midnight at the earliest midnight_at at_the the_earliest,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,24,4,4,0,0,0,0
So i'm doing a list of buyers.,so i'm doing a list of buyers,so i'm doing a list of buyers so_i'm i'm_doing doing_a a_list list_of of_buyers,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,30,7,7,0,0,0,0
FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,free entry into our 250 weekly competition just text the word win to 80086 now 18 t c url_token,free entry into our 250 weekly competition just text the word win to 80086 now 18 t c url_token free_entry entry_into into_our our_250 250_weekly weekly_competition competition_just just_text text_the the_word word_win win_to to_80086 80086_now now_18 18_t t_c c_url_token,1,link_request,"[{""phrase_text"": ""www.txttowin.co.uk"", ""start_index"": 88, ""end_index"": 106, ""risk_category"": ""link_request"", ""risk_explanation"": ""This pushes the user to click a link.""}]",1,scam,urgency,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,106,18,19,10,0,1,0
I will once i get home,i will once i get home,i will once i get home i_will will_once once_i i_get get_home,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,22,6,6,0,0,0,0
"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.",hiya sorry didn't hav signal i haven't seen or heard from and neither has which is unusual in itself i'll put on the case and get him to sort it out hugs and snogs,hiya sorry didn't hav signal i haven't seen or heard from and neither has which is unusual in itself i'll put on the case and get him to sort it out hugs and snogs hiya_sorry sorry_didn't didn't_hav hav_signal signal_i i_haven't haven't_seen seen_or or_heard heard_from from_and and_neither neither_has has_which which_is is_unusual unusual_in in_itself itself_i'll i'll_put put_on on_the the_case case_and and_get get_him him_to to_sort sort_it it_out out_hugs hugs_and and_snogs,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,169,34,34,0,2,0,0
Yes princess! I want to please you every night. Your wish is my command...,yes princess i want to please you every night your wish is my command,yes princess i want to please you every night your wish is my command yes_princess princess_i i_want want_to to_please please_you you_every every_night night_your your_wish wish_is is_my my_command,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,74,14,14,0,1,0,0
I doubt you could handle 5 times per night in any case...,i doubt you could handle 5 times per night in any case,i doubt you could handle 5 times per night in any case i_doubt doubt_you you_could could_handle handle_5 5_times times_per per_night night_in in_any any_case,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,57,12,12,1,0,0,0
Wat time do u wan 2 meet me later?,wat time do u wan 2 meet me later,wat time do u wan 2 meet me later wat_time time_do do_u u_wan wan_2 2_meet meet_me me_later,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,34,9,9,1,0,0,0
THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C,thanx4 today cer it was nice 2 catch up but we ave 2 find more time more often oh well take care c u soon c,thanx4 today cer it was nice 2 catch up but we ave 2 find more time more often oh well take care c u soon c thanx4_today today_cer cer_it it_was was_nice nice_2 2_catch catch_up up_but but_we we_ave ave_2 2_find find_more more_time time_more more_often often_oh oh_well well_take take_care care_c c_u u_soon soon_c,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,107,25,26,3,0,0,0
Aight sorry I take ten years to shower. What's the plan?,aight sorry i take ten years to shower what's the plan,aight sorry i take ten years to shower what's the plan aight_sorry sorry_i i_take take_ten ten_years years_to to_shower shower_what's what's_the the_plan,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,56,11,11,0,0,0,0
"Same, I'm at my great aunts anniversary party in tarpon springs",same i'm at my great aunts anniversary party in tarpon springs,same i'm at my great aunts anniversary party in tarpon springs same_i'm i'm_at at_my my_great great_aunts aunts_anniversary anniversary_party party_in in_tarpon tarpon_springs,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,63,11,11,0,0,0,0
I got your back! Do you have any dislikes in bed?,i got your back do you have any dislikes in bed,i got your back do you have any dislikes in bed i_got got_your your_back back_do do_you you_have have_any any_dislikes dislikes_in in_bed,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,49,11,11,0,1,0,0
Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).,our ride equally uneventful not too many of those pesky cyclists around at that time of night,our ride equally uneventful not too many of those pesky cyclists around at that time of night our_ride ride_equally equally_uneventful uneventful_not not_too too_many many_of of_those those_pesky pesky_cyclists cyclists_around around_at at_that that_time time_of of_night,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,99,19,17,0,0,0,0
I'm now but have to wait till 2 for the bus to pick me.,i'm now but have to wait till 2 for the bus to pick me,i'm now but have to wait till 2 for the bus to pick me i'm_now now_but but_have have_to to_wait wait_till till_2 2_for for_the the_bus bus_to to_pick pick_me,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,55,14,14,1,0,0,0
"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea",babe how goes that day what are you doing where are you i sip my cappuccino and think of you my love i send a kiss to you from across the sea,babe how goes that day what are you doing where are you i sip my cappuccino and think of you my love i send a kiss to you from across the sea babe_how how_goes goes_that that_day day_what what_are are_you you_doing doing_where where_are are_you you_i i_sip sip_my my_cappuccino cappuccino_and and_think think_of of_you you_my my_love love_i i_send send_a a_kiss kiss_to to_you you_from from_across across_the the_sea,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,154,37,32,0,1,0,0
K...k:)why cant you come here and search job:),k k why cant you come here and search job,k k why cant you come here and search job k_k k_why why_cant cant_you you_come come_here here_and and_search search_job,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,46,8,10,0,0,0,0
"As in missionary hook up, doggy hook up, standing...|",as in missionary hook up doggy hook up standing,as in missionary hook up doggy hook up standing as_in in_missionary missionary_hook hook_up up_doggy doggy_hook hook_up up_standing,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,53,9,9,0,0,0,0
Yeah imma come over cause jay wants to do some drugs,yeah imma come over cause jay wants to do some drugs,yeah imma come over cause jay wants to do some drugs yeah_imma imma_come come_over over_cause cause_jay jay_wants wants_to to_do do_some some_drugs,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,52,11,11,0,0,0,0
What's the significance?,what's the significance,what's the significance what's_the the_significance,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,24,3,3,0,0,0,0
Hi Harish's rent has been transfred to ur Acnt.,hi harish's rent has been transfred to ur acnt,hi harish's rent has been transfred to ur acnt hi_harish's harish's_rent rent_has has_been been_transfred transfred_to to_ur ur_acnt,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,47,9,9,0,0,0,0
Do u still have plumbers tape and a wrench we could borrow?,do u still have plumbers tape and a wrench we could borrow,do u still have plumbers tape and a wrench we could borrow do_u u_still still_have have_plumbers plumbers_tape tape_and and_a a_wrench wrench_we we_could could_borrow,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,59,12,12,0,0,0,0
Do u noe how 2 send files between 2 computers?,do u noe how 2 send files between 2 computers,do u noe how 2 send files between 2 computers do_u u_noe noe_how how_2 2_send send_files files_between between_2 2_computers,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,46,10,10,2,0,0,0
"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",urgent your mobile no was awarded 2000 bonus caller prize on 5 9 03 this is our final try to contact u call from landline phone_token box42wr29c 150ppm,urgent your mobile no was awarded 2000 bonus caller prize on 5 9 03 this is our final try to contact u call from landline phone_token box42wr29c 150ppm urgent_your your_mobile mobile_no no_was was_awarded awarded_2000 2000_bonus bonus_caller caller_prize prize_on on_5 5_9 9_03 03_this this_is is_our our_final final_try try_to to_contact contact_u u_call call_from from_landline landline_phone_token phone_token_box42wr29c box42wr29c_150ppm,1,urgency,"[{""phrase_text"": ""URGENT"", ""start_index"": 0, ""end_index"": 6, ""risk_category"": ""urgency"", ""risk_explanation"": ""This phrase creates pressure to act quickly.""}]",1,scam,prize_scam,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,156,26,28,26,2,0,1
"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",well done your 4 costa del sol holiday or 5000 await collection call phone_token now toclaim sae tcs pobox334 stockport sk38xh cost 1 50 pm max10mins,well done your 4 costa del sol holiday or 5000 await collection call phone_token now toclaim sae tcs pobox334 stockport sk38xh cost 1 50 pm max10mins well_done done_your your_4 4_costa costa_del del_sol sol_holiday holiday_or or_5000 5000_await await_collection collection_call call_phone_token phone_token_now now_toclaim toclaim_sae sae_tcs tcs_pobox334 pobox334_stockport stockport_sk38xh sk38xh_cost cost_1 1_50 50_pm pm_max10mins,0,,[],1,scam,urgency,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,160,23,26,26,1,0,1
S:-)if we have one good partnership going we will take lead:),s if we have one good partnership going we will take lead,s if we have one good partnership going we will take lead s_if if_we we_have have_one one_good good_partnership partnership_going going_we we_will will_take take_lead,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,61,11,12,0,0,0,0
"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",anyway i don't think i can secure anything up here lemme know if you want me to drive down south and chill,anyway i don't think i can secure anything up here lemme know if you want me to drive down south and chill anyway_i i_don't don't_think think_i i_can can_secure secure_anything anything_up up_here here_lemme lemme_know know_if if_you you_want want_me me_to to_drive drive_down down_south south_and and_chill,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,107,22,22,0,0,0,0
"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)",evry emotion dsn't hav words evry wish dsn't hav prayrs if u smile d world is wit u othrwise even d drop of tear dsn't lik 2 stay wit u so b happy good morning keep smiling,evry emotion dsn't hav words evry wish dsn't hav prayrs if u smile d world is wit u othrwise even d drop of tear dsn't lik 2 stay wit u so b happy good morning keep smiling evry_emotion emotion_dsn't dsn't_hav hav_words words_evry evry_wish wish_dsn't dsn't_hav hav_prayrs prayrs_if if_u u_smile smile_d d_world world_is is_wit wit_u u_othrwise othrwise_even even_d d_drop drop_of of_tear tear_dsn't dsn't_lik lik_2 2_stay stay_wit wit_u u_so so_b b_happy happy_good good_morning morning_keep keep_smiling,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,180,33,37,1,0,0,0
No need to ke qi... Ü too bored izzit y suddenly thk of this...,no need to ke qi too bored izzit y suddenly thk of this,no need to ke qi too bored izzit y suddenly thk of this no_need need_to to_ke ke_qi qi_too too_bored bored_izzit izzit_y y_suddenly suddenly_thk thk_of of_this,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,63,14,13,0,0,0,0
Just sing HU. I think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. Even things like choosing a phone plan require guidance. When in doubt ask especially girls.,just sing hu i think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through even things like choosing a phone plan require guidance when in doubt ask especially girls,just sing hu i think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through even things like choosing a phone plan require guidance when in doubt ask especially girls just_sing sing_hu hu_i i_think think_its its_also also_important important_to to_find find_someone someone_female female_that that_know know_the the_place place_well well_preferably preferably_a a_citizen citizen_that that_is is_also also_smart smart_to to_help help_you you_navigate navigate_through through_even even_things things_like like_choosing choosing_a a_phone phone_plan plan_require require_guidance guidance_when when_in in_doubt doubt_ask ask_especially especially_girls,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,251,44,44,0,0,0,0
Yeah we do totes. When u wanna?,yeah we do totes when u wanna,yeah we do totes when u wanna yeah_we we_do do_totes totes_when when_u u_wanna,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,31,7,7,0,0,0,0
Lol enjoy role playing much?,lol enjoy role playing much,lol enjoy role playing much lol_enjoy enjoy_role role_playing playing_much,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,28,5,5,0,0,0,0
"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",hello from orange for 1 month's free access to games news and sport plus 10 free texts and 20 photo messages reply yes terms apply url_token,hello from orange for 1 month's free access to games news and sport plus 10 free texts and 20 photo messages reply yes terms apply url_token hello_from from_orange orange_for for_1 1_month's month's_free free_access access_to to_games games_news news_and and_sport sport_plus plus_10 10_free free_texts texts_and and_20 20_photo photo_messages messages_reply reply_yes yes_terms terms_apply apply_url_token,1,link_request,"[{""phrase_text"": ""www.orange.co.uk/ow"", ""start_index"": 137, ""end_index"": 156, ""risk_category"": ""link_request"", ""risk_explanation"": ""This pushes the user to click a link.""}]",1,scam,general_scam,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,156,26,26,5,0,1,0
Sent me de webadres for geting salary slip,sent me de webadres for geting salary slip,sent me de webadres for geting salary slip sent_me me_de de_webadres webadres_for for_geting geting_salary salary_slip,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,42,8,8,0,0,0,0
If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,if you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,if you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number if_you you_still still_havent havent_collected collected_the the_dough dough_pls pls_let let_me me_know know_so so_i i_can can_go go_to to_the the_place place_i i_sent sent_it it_to to_get get_the the_control control_number,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,116,26,26,0,0,0,0
Taka lor. Wat time u wan 2 come n look 4 us?,taka lor wat time u wan 2 come n look 4 us,taka lor wat time u wan 2 come n look 4 us taka_lor lor_wat wat_time time_u u_wan wan_2 2_come come_n n_look look_4 4_us,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,44,12,12,2,0,0,0
Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is,think you sent the text to the home phone that cant display texts if you still want to send it his number is,think you sent the text to the home phone that cant display texts if you still want to send it his number is think_you you_sent sent_the the_text text_to to_the the_home home_phone phone_that that_cant cant_display display_texts texts_if if_you you_still still_want want_to to_send send_it it_his his_number number_is,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,110,23,23,0,0,0,0
